TortID,Plot,y.1987,y.1988,y.1989,y.1990,y.1991,y.1992,y.1993,y.1994,y.1995,y.1996,y.1997,y.1998,y.1999,y.2000,y.2001,y.2002,y.2003,y.2004,y.2005,y.2006,y.2007,y.2008,Sex,SexCoded,Mean.precip,PDSI.1,PDSI.2,PDSI.3,PDSI.4,PDSI.5,PDSI.6,PDSI.7,PDSI.8,PDSI.9,PDSI.10,PDSI.11,PDSI.12,PDSI.13,PDSI.14,PDSI.15,PDSI.16,PDSI.17,PDSI.18,PDSI.19,PDSI.20,PDSI.21,int.1,int.2,int.3,int.4,int.5,int.6,int.7,int.8,int.9,int.10,int.11,int.12,int.13,int.14,int.15,int.16,int.17,int.18,int.19,int.20,int.21,City,Rain.1,Rain.2,Rain.3,Rain.4,Rain.5,Rain.6,Rain.7,Rain.8,Rain.9,Rain.10,Rain.11,Rain.12,Rain.13,Rain.14,Rain.15,Rain.16,Rain.17,Rain.18,Rain.19,Rain.20,Rain.21
LS_411,LS,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,M,0,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_414,LS,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_415,LS,NA,NA,NA,1,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_416,LS,NA,NA,NA,1,1,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,M,0,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_417,LS,NA,NA,NA,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,M,0,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_419,LS,NA,NA,NA,1,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,M,0,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_420,LS,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_423,LS,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_424,LS,NA,NA,NA,0,0,1,0,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_425,LS,NA,NA,NA,0,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_426,LS,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_427,LS,NA,NA,NA,0,0,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_429,LS,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_430,LS,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_431,LS,NA,NA,NA,0,0,1,1,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_432,LS,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,M,0,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_434,LS,NA,NA,NA,1,0,0,1,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_435,LS,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_436,LS,NA,NA,NA,0,0,0,1,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,M,0,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_437,LS,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_469,LS,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,M,0,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_470,LS,NA,NA,NA,0,0,1,1,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,M,0,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_478,LS,NA,NA,NA,0,1,0,1,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_500,LS,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,M,0,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_511,LS,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_521,LS,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_571,LS,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,F,1,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
LS_76b,LS,NA,NA,NA,0,1,1,0,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,M,0,0.40125589,0.86,-0.23,-2.58,-1.44,1.05,3.11,1.65,-0.34,-1.12,-3.49,-1.54,0.29,-1.27,-1.99,-2.86,-4.19,-4.13,-0.50,0.07,-3.50,-3.87,0.35,-0.09,-1.03,-0.58,0.42,1.25,0.66,-0.14,-0.45,-1.40,-0.62,0.12,-0.51,-0.80,-1.15,-1.68,-1.66,-0.20,0.03,-1.40,-1.55,0.852685845,0.30,-0.58,0.03,0.17,0.94,2.17,-0.70,0.83,-1.39,-0.61,1.30,-0.36,-0.53,0.23,-1.31,-0.58,-0.37,2.41,-0.88,-0.62,-0.05
MM_10,MM,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,M,0,-0.727276301,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.04,0.37,1.28,0.16,-1.87,-3.68,-3.16,-0.97,0.31,1.76,0.67,-0.02,1.08,0.41,0.67,2.07,2.03,0.20,-0.08,1.51,0.91,-1.185072969,-0.35,-0.45,-0.45,0.17,0.51,1.53,-0.62,-0.34,-1.15,-1.09,2.49,0.88,-0.71,0.21,-1.51,0.65,1.02,0.85,-1.13,-1.00,0.74
MM_11,MM,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,M,0,-0.727276301,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.04,0.37,1.28,0.16,-1.87,-3.68,-3.16,-0.97,0.31,1.76,0.67,-0.02,1.08,0.41,0.67,2.07,2.03,0.20,-0.08,1.51,0.91,-1.185072969,-0.35,-0.45,-0.45,0.17,0.51,1.53,-0.62,-0.34,-1.15,-1.09,2.49,0.88,-0.71,0.21,-1.51,0.65,1.02,0.85,-1.13,-1.00,0.74
MM_12,MM,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,F,1,-0.727276301,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.04,0.37,1.28,0.16,-1.87,-3.68,-3.16,-0.97,0.31,1.76,0.67,-0.02,1.08,0.41,0.67,2.07,2.03,0.20,-0.08,1.51,0.91,-1.185072969,-0.35,-0.45,-0.45,0.17,0.51,1.53,-0.62,-0.34,-1.15,-1.09,2.49,0.88,-0.71,0.21,-1.51,0.65,1.02,0.85,-1.13,-1.00,0.74
MM_13,MM,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,M,0,-0.727276301,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.04,0.37,1.28,0.16,-1.87,-3.68,-3.16,-0.97,0.31,1.76,0.67,-0.02,1.08,0.41,0.67,2.07,2.03,0.20,-0.08,1.51,0.91,-1.185072969,-0.35,-0.45,-0.45,0.17,0.51,1.53,-0.62,-0.34,-1.15,-1.09,2.49,0.88,-0.71,0.21,-1.51,0.65,1.02,0.85,-1.13,-1.00,0.74
MM_14,MM,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,M,0,-0.727276301,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.04,0.37,1.28,0.16,-1.87,-3.68,-3.16,-0.97,0.31,1.76,0.67,-0.02,1.08,0.41,0.67,2.07,2.03,0.20,-0.08,1.51,0.91,-1.185072969,-0.35,-0.45,-0.45,0.17,0.51,1.53,-0.62,-0.34,-1.15,-1.09,2.49,0.88,-0.71,0.21,-1.51,0.65,1.02,0.85,-1.13,-1.00,0.74
MM_15,MM,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,M,0,-0.727276301,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.04,0.37,1.28,0.16,-1.87,-3.68,-3.16,-0.97,0.31,1.76,0.67,-0.02,1.08,0.41,0.67,2.07,2.03,0.20,-0.08,1.51,0.91,-1.185072969,-0.35,-0.45,-0.45,0.17,0.51,1.53,-0.62,-0.34,-1.15,-1.09,2.49,0.88,-0.71,0.21,-1.51,0.65,1.02,0.85,-1.13,-1.00,0.74
MM_16,MM,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,M,0,-0.727276301,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.04,0.37,1.28,0.16,-1.87,-3.68,-3.16,-0.97,0.31,1.76,0.67,-0.02,1.08,0.41,0.67,2.07,2.03,0.20,-0.08,1.51,0.91,-1.185072969,-0.35,-0.45,-0.45,0.17,0.51,1.53,-0.62,-0.34,-1.15,-1.09,2.49,0.88,-0.71,0.21,-1.51,0.65,1.02,0.85,-1.13,-1.00,0.74
MM_17,MM,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,F,1,-0.727276301,0.06,-0.51,-1.76,-0.22,2.57,5.07,4.34,1.33,-0.42,-2.41,-0.92,0.03,-1.49,-0.56,-0.92,-2.85,-2.79,-0.27,0.11,-2.07,-1.25,-0.04,0.37,1.28,0.16,-1.87,-3.68,-3.16,-0.97,0.31,1.76,0.67,-0.02,1.08,0.41,0.67,2.07,2.03,0.20,-0.08,1.51,0.91,-1.185072969,-0.35,-0.45,-0.45,0.17,0.51,1.53,-0.62,-0.34,-1.15,-1.09,2.49,0.88,-0.71,0.21,-1.51,0.65,1.02,0.85,-1.13,-1.00,0.74
